RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
2823,1,1/27/2010,OTHER,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,OTHER,AUTO,NULL,NULL,66982,AMERICAN,MEDIUM,CHRYSLER,5518,6675,8907,10058,5518,6675,8907,10058,NULL,NULL,18880,35004,AL,6100,0,1215
2824,0,1/27/2010,OTHER,2007,3,KIA,SPECTRA,EX,4D SEDAN EX,BLACK,AUTO,2,Covers,79004,OTHER ASIAN,MEDIUM,OTHER,5543,6675,9315,10608,5840,7033,9245,10174,NULL,NULL,18880,35004,AL,5200,0,569
2825,1,1/27/2010,OTHER,2004,6,MAZDA,MAZDA6,i,4D SEDAN I,RED,MANUAL,2,Covers,85941,OTHER ASIAN,MEDIUM,OTHER,4763,6254,8408,9876,5239,6645,8777,10488,NULL,NULL,18880,35004,AL,5500,0,1373
2826,0,1/27/2010,OTHER,2005,5,DODGE,DURANGO 4WD V8,SLT,4D SUV 4.7L,BLUE,AUTO,1,Alloy,64283,AMERICAN,MEDIUM SUV,CHRYSLER,7758,9385,10556,14062,8377,10072,12747,14322,NULL,NULL,18880,35004,AL,9500,0,1411
2827,0,1/27/2010,OTHER,2006,4,CHEVROLET,HHR,LS,4D SUV 2.2L LS,GREY,AUTO,2,Covers,81375,AMERICAN,MEDIUM,GM,5247,6485,9070,10393,6046,7054,10380,11268,NULL,NULL,18880,35004,AL,6500,0,853
2828,1,1/27/2010,OTHER,2006,4,KIA,SEDONA,EX,4D WAGON EX,WHITE,AUTO,2,Covers,64388,OTHER ASIAN,VAN,OTHER,8046,9878,12330,13630,8371,10200,12508,14253,NULL,NULL,18880,35004,AL,6700,0,1215
2829,0,1/27/2010,OTHER,2003,7,KIA,SORENTO 4WD,EX,4D SPORT UTILITY EX,BLUE,AUTO,1,Alloy,61324,OTHER ASIAN,MEDIUM SUV,OTHER,3792,4442,8473,9925,4663,5762,9289,11235,NULL,NULL,18880,35004,AL,6000,0,1906
2830,0,1/27/2010,OTHER,2006,4,DODGE,DURANGO 2WD V6,SXT,4D SUV 3.7L,SILVER,AUTO,1,Alloy,65766,AMERICAN,MEDIUM SUV,CHRYSLER,8311,9582,12044,13221,10044,11396,13582,14801,NULL,NULL,18880,35004,AL,9400,0,1118
2831,1,1/27/2010,OTHER,2006,4,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,WHITE,AUTO,1,Alloy,77798,AMERICAN,MEDIUM SUV,GM,8429,10001,13073,14673,9263,11132,13333,15272,NULL,NULL,18880,35004,AL,7200,0,1155
2832,0,1/27/2010,OTHER,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,WHITE,AUTO,1,Alloy,87567,AMERICAN,LARGE,GM,6130,7497,10153,11740,6839,8184,10062,11495,NULL,NULL,18880,35004,AL,6600,0,2152
2833,0,2/3/2010,OTHER,2007,3,PONTIAC,G6 4C,Bas,4D SEDAN SE1,BLUE,AUTO,2,Covers,78328,AMERICAN,MEDIUM,GM,7747,8942,12246,14135,8755,10231,12140,14042,NULL,NULL,19638,35004,AL,7840,0,1038
2834,0,2/3/2010,OTHER,2006,4,CHRYSLER,PACIFICA FWD,Tou,4D SPORT,SILVER,AUTO,1,Alloy,72226,AMERICAN,CROSSOVER,CHRYSLER,8063,9359,12235,13286,9075,10622,12706,13944,NULL,NULL,19638,35004,AL,9260,0,1389
2835,0,2/3/2010,OTHER,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,78638,AMERICAN,LARGE,GM,7226,8385,10582,12201,7951,9022,11474,12687,NULL,NULL,19638,35004,AL,8040,0,1974
2836,0,2/3/2010,OTHER,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,69885,AMERICAN,LARGE,GM,7507,8867,11316,12726,8617,10335,12234,13860,NULL,NULL,19638,35004,AL,7240,0,1703
2837,0,2/3/2010,OTHER,2007,3,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,BLACK,AUTO,1,Alloy,87480,AMERICAN,LARGE,FORD,8792,10998,12752,15138,9216,10997,12919,14576,NULL,NULL,19638,35004,AL,7240,0,1633
2838,0,2/3/2010,OTHER,2006,4,DODGE,MAGNUM V6,SE,WAGON 2.7L,WHITE,AUTO,2,Covers,86886,AMERICAN,SPECIALTY,CHRYSLER,7369,8628,11295,12890,7583,8843,11353,12422,NULL,NULL,19638,35004,AL,7440,0,1503
2839,1,2/3/2010,OTHER,2005,5,FORD,ESCAPE 2WD V6,XLT,4D CUV 3.0L XLT,WHITE,AUTO,1,Alloy,76939,AMERICAN,SMALL SUV,FORD,5984,7171,9952,11292,7050,8271,10411,11693,NULL,NULL,19638,35004,AL,7135,0,920
2840,0,2/3/2010,OTHER,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,72571,AMERICAN,LARGE,GM,7226,8385,10582,12201,7997,9229,11682,13142,NULL,NULL,19638,35004,AL,8040,0,1974
2841,0,2/3/2010,OTHER,2006,4,CHRYSLER,SEBRING V6,Tou,4D SEDAN,WHITE,AUTO,1,Alloy,72003,AMERICAN,MEDIUM,CHRYSLER,4239,5443,7958,9487,3787,4344,7015,7757,NULL,NULL,19638,35004,AL,4815,0,1272
2842,0,2/3/2010,OTHER,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,86229,AMERICAN,LARGE,GM,7226,8385,10582,12201,8507,9765,11921,13380,NULL,NULL,19638,35004,AL,7840,0,2152
2843,0,2/3/2010,OTHER,2007,3,CHEVROLET,MALIBU V6,LS,4D SEDAN,WHITE,AUTO,2,Covers,87242,AMERICAN,MEDIUM,GM,5750,6420,9550,10327,5711,6410,9182,10128,NULL,NULL,19638,35004,AL,6330,0,1373
2844,0,2/3/2010,OTHER,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,2,Covers,56328,AMERICAN,LARGE,GM,7226,8385,10582,12201,7792,9018,11631,12890,NULL,NULL,19638,35004,AL,7940,0,1500
2845,0,2/3/2010,OTHER,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,2,Covers,71885,AMERICAN,LARGE,GM,7226,8385,10582,12201,8507,9765,11921,13380,NULL,NULL,19638,35004,AL,7740,0,1974
2846,1,2/9/2010,OTHER,2007,3,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,BLACK,AUTO,1,Alloy,88671,AMERICAN,LARGE,FORD,8837,11014,12583,14763,9041,10845,12752,14519,NULL,NULL,19638,35004,AL,7400,0,1633
2847,0,2/10/2010,OTHER,2006,4,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,54904,AMERICAN,MEDIUM,GM,6342,7731,9997,11958,6957,8299,10121,11482,NULL,NULL,5546,35004,AL,6800,0,837
2848,0,2/10/2010,OTHER,2006,4,CHEVROLET,COBALT,LS,2D COUPE,WHITE,MANUAL,2,Covers,42508,AMERICAN,COMPACT,GM,5048,6286,8763,9976,5078,5916,8367,9416,NULL,NULL,5546,35004,AL,5700,0,623
2849,0,2/18/2010,OTHER,2006,4,CHEVROLET,COBALT,LS,2D COUPE,GREY,AUTO,2,Covers,63294,AMERICAN,COMPACT,GM,5055,6233,8523,9745,5291,6533,8845,10257,NULL,NULL,19638,35004,AL,5700,0,728
2850,0,2/18/2010,OTHER,2006,4,FORD,TAURUS,SE,4D SEDAN SE FFV,GREEN,AUTO,1,Alloy,83015,AMERICAN,MEDIUM,FORD,5378,6949,8913,10990,6693,8787,10065,12041,NULL,NULL,19638,35004,AL,4900,0,983
2851,0,2/18/2010,OTHER,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLACK,AUTO,2,Covers,58201,AMERICAN,MEDIUM,CHRYSLER,4159,5137,7621,8954,4434,5645,7704,8887,NULL,NULL,19638,35004,AL,5600,0,1086
2852,0,2/18/2010,OTHER,2006,4,FORD,FOCUS,ZX4,4D SEDAN ZX4,SILVER,AUTO,2,Covers,75822,AMERICAN,COMPACT,FORD,4937,5952,8524,9213,5148,6180,8412,9360,NULL,NULL,19638,35004,AL,5300,0,1155
2853,0,2/24/2010,OTHER,2006,4,CHEVROLET,COBALT,LS,2D COUPE,BLACK,AUTO,2,Covers,62795,AMERICAN,COMPACT,GM,5324,6539,9074,10380,5311,6706,9198,11614,NULL,NULL,5546,35004,AL,6500,0,728
2854,0,2/24/2010,OTHER,2004,6,CHEVROLET,AVALANCHE 1500 2WD V,150,4D SUV-PICKUP 5.3L,MAROON,AUTO,1,Alloy,85918,AMERICAN,LARGE TRUCK,GM,9693,11235,13941,15200,9356,11038,13086,14866,NULL,NULL,5546,35004,AL,11900,0,1373
2855,0,2/24/2010,OTHER,2005,5,PONTIAC,GRAND PRIX,Bas,4D SEDAN,GOLD,AUTO,2,Covers,86024,AMERICAN,LARGE,GM,5286,6589,8670,10284,5268,6715,8449,10004,NULL,NULL,5546,35004,AL,6800,0,2152
2856,0,2/24/2010,OTHER,2006,4,DODGE,DURANGO 4WD V8,Adv,4D SUV 4.7L,SILVER,AUTO,1,Alloy,67710,AMERICAN,MEDIUM SUV,CHRYSLER,11275,13365,15529,16971,11762,13367,15660,17164,NULL,NULL,5546,35004,AL,10900,0,1411
2857,0,2/24/2010,OTHER,2007,3,HYUNDAI,SONATA 4C,GLS,4D SEDAN,WHITE,AUTO,2,Covers,60746,OTHER ASIAN,MEDIUM,OTHER,7922,9291,11949,13310,8289,9436,11253,12838,NULL,NULL,5546,35004,AL,7900,0,728
2858,0,2/24/2010,OTHER,2004,6,BUICK,RENDEZVOUS FWD,CXL,4D SUV CX,WHITE,AUTO,2,Covers,64740,AMERICAN,MEDIUM SUV,GM,5173,6223,8756,9997,5154,6302,8708,9982,NULL,NULL,5546,35004,AL,8200,0,3115
2859,0,2/24/2010,OTHER,2006,4,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,BLUE,AUTO,1,Alloy,93754,AMERICAN,MEDIUM SUV,CHRYSLER,11779,13373,15441,17162,9988,11867,13724,15595,NULL,NULL,5546,35004,AL,9000,0,2062
2860,0,3/3/2010,OTHER,2005,5,PONTIAC,SUNFIRE,,2D COUPE SE,SILVER,AUTO,1,Alloy,79411,AMERICAN,COMPACT,GM,3669,4658,6636,7660,3459,4365,5887,7429,NULL,NULL,19638,35004,AL,5000,0,1155
2861,0,3/3/2010,OTHER,2007,3,CHEVROLET,COBALT,LS,2D COUPE,YELLOW,AUTO,2,Covers,43317,AMERICAN,COMPACT,GM,5040,5860,8010,9085,5454,6632,8384,9744,NULL,NULL,19638,35004,AL,6800,0,623
2862,0,3/3/2010,OTHER,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,WHITE,AUTO,1,Alloy,87749,AMERICAN,MEDIUM,CHRYSLER,5455,6561,8688,9859,4890,5923,8295,9420,NULL,NULL,19638,35004,AL,5900,0,1503
2863,1,3/3/2010,OTHER,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,SILVER,AUTO,2,Covers,76383,AMERICAN,MEDIUM,GM,6576,7752,9837,11113,6323,7480,9027,10227,NULL,NULL,19638,35004,AL,6300,0,1038
2864,0,3/10/2010,OTHER,2007,3,KIA,RONDO V6,EX,4D WAGON,SILVER,AUTO,1,Alloy,66489,OTHER ASIAN,CROSSOVER,OTHER,7334,8336,11323,11970,8435,9862,11837,12922,NULL,NULL,5546,35004,AL,7500,0,728
2865,0,3/10/2010,OTHER,2004,6,CHRYSLER,PT CRUISER,Tou,4D SEDAN TOURING TURBO,GOLD,AUTO,1,Alloy,61783,AMERICAN,MEDIUM,CHRYSLER,4142,4617,7303,7677,3730,4836,6730,7971,NULL,NULL,5546,35004,AL,4900,0,1313
2866,1,3/10/2010,OTHER,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,GREEN,AUTO,1,Alloy,70501,AMERICAN,MEDIUM,CHRYSLER,4990,5894,8178,9589,4053,5337,7434,8581,NULL,NULL,5546,35004,AL,5700,0,1155
2867,0,3/10/2010,OTHER,2003,7,JEEP,LIBERTY 4WD V6,Lim,4D SUV LIMITED,SILVER,AUTO,1,Alloy,65091,AMERICAN,SMALL SUV,CHRYSLER,7020,8494,10098,11549,5965,7340,9012,10091,NULL,NULL,5546,35004,AL,8000,0,1125
2868,1,3/10/2010,OTHER,2004,6,DODGE,NEON,SE,4D SEDAN,BLUE,AUTO,2,Covers,74719,AMERICAN,COMPACT,CHRYSLER,3024,3800,5732,6682,2623,3306,5448,6334,NULL,NULL,5546,35004,AL,4900,0,686
2869,0,3/10/2010,OTHER,2005,5,SUZUKI,FORENZA,S,4D SEDAN,BLACK,AUTO,2,Covers,52746,OTHER ASIAN,MEDIUM,OTHER,3551,4366,6702,7374,3770,4700,6653,7369,NULL,NULL,5546,35004,AL,4900,0,505
2870,1,3/10/2010,OTHER,2003,7,FORD,WINDSTAR FWD V6,LX,PASSENGER 3.8L,WHITE,AUTO,2,Covers,76920,AMERICAN,VAN,FORD,3400,4551,6178,7309,2976,4101,6240,7242,NULL,NULL,5546,35004,AL,4500,0,2157
2871,0,3/10/2010,OTHER,2006,4,FORD,TAURUS,SE,4D SEDAN SE,WHITE,AUTO,2,Covers,71335,AMERICAN,MEDIUM,FORD,4816,6001,8083,9396,4608,5694,7965,9122,NULL,NULL,5546,35004,AL,5200,0,920
2872,0,3/10/2010,OTHER,2007,3,KIA,RIO,Bas,4D SEDAN,BLACK,AUTO,2,Covers,45964,OTHER ASIAN,COMPACT,OTHER,5172,6444,8655,9756,4857,5573,7396,8486,NULL,NULL,5546,35004,AL,5700,0,482
2873,0,3/10/2010,OTHER,2006,4,DODGE,CARAVAN FWD V6,SXT,MINIVAN 3.3L SPORT,BLUE,AUTO,1,Alloy,71066,AMERICAN,VAN,CHRYSLER,7853,8627,11674,12595,6044,7615,9884,11131,NULL,NULL,5546,35004,AL,6700,0,1623
2874,0,3/10/2010,OTHER,2006,4,SUZUKI,FORENZA,,4D SEDAN,RED,AUTO,2,Covers,25861,OTHER ASIAN,MEDIUM,OTHER,4360,5360,7502,9223,3919,4877,6826,8018,NULL,NULL,5546,35004,AL,5300,0,462
2875,0,3/24/2010,OTHER,2004,6,CHEVROLET,TAHOE 2WD,LS,4D SUV 4.8L LS,GOLD,AUTO,1,Alloy,92036,AMERICAN,LARGE SUV,GM,10107,11840,14138,15728,8955,10920,12899,14619,NULL,NULL,5546,35004,AL,11100,0,1918
2876,0,3/24/2010,OTHER,2006,4,FORD,FUSION 4C,S,4D SEDAN S,MAROON,AUTO,2,Covers,67110,AMERICAN,MEDIUM,FORD,6883,8591,10169,11853,6109,7877,9952,11573,NULL,NULL,5546,35004,AL,8600,0,728
2877,0,3/24/2010,OTHER,2005,5,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,MAROON,AUTO,2,Covers,82156,AMERICAN,VAN,CHRYSLER,5665,7011,9317,10543,5148,6654,8382,10347,NULL,NULL,5546,35004,AL,7100,0,1763
2878,0,3/24/2010,OTHER,2003,7,FORD,TAURUS,SES,4D SEDAN SES,GREY,AUTO,1,Alloy,90236,AMERICAN,MEDIUM,FORD,3129,4104,5446,6565,2809,3808,5752,6715,NULL,NULL,5546,35004,AL,4800,0,1353
2879,0,3/31/2010,OTHER,2005,5,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,SILVER,AUTO,1,Alloy,66296,AMERICAN,LARGE,FORD,6673,8099,9845,11404,6367,7509,10108,11613,NULL,NULL,19638,35004,AL,7100,0,1313
2880,0,3/31/2010,OTHER,2005,5,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L LX,GOLD,AUTO,2,Covers,80256,AMERICAN,VAN,FORD,5111,6353,8571,9778,4645,6079,7487,9288,NULL,NULL,19638,35004,AL,5300,0,1633
2881,1,3/31/2010,OTHER,2004,6,MAZDA,MAZDA6,s,4D SEDAN S,BLACK,MANUAL,1,Alloy,59532,OTHER ASIAN,MEDIUM,OTHER,5835,7216,9007,10803,5186,6582,8542,9793,NULL,NULL,19638,35004,AL,6700,0,1169
2882,0,3/31/2010,OTHER,2005,5,JEEP,LIBERTY 2WD V6,Spo,4D SUV,GOLD,AUTO,1,Alloy,81837,AMERICAN,SMALL SUV,CHRYSLER,7163,8190,10007,11315,7483,8696,10783,12211,NULL,NULL,19638,35004,AL,7300,0,723
2883,0,3/31/2010,OTHER,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,GOLD,AUTO,2,Covers,84795,TOP LINE ASIAN,MEDIUM,OTHER,6983,8440,10053,11564,6210,7693,9857,11602,NULL,NULL,19638,35004,AL,8400,0,723
2884,0,3/31/2010,OTHER,2005,5,FORD,TAURUS,SE,4D SEDAN SE FFV,BLUE,AUTO,1,Alloy,85949,AMERICAN,MEDIUM,FORD,4298,5626,7290,8814,4839,6581,7928,9832,NULL,NULL,19638,35004,AL,4800,0,983
2885,0,4/7/2010,OTHER,2005,5,JEEP,LIBERTY 2WD V6,Spo,4D SUV,WHITE,AUTO,1,Alloy,94536,AMERICAN,SMALL SUV,CHRYSLER,6756,7809,10021,10726,6053,7410,9437,10975,NULL,NULL,5546,35004,AL,7400,0,765
2886,0,4/7/2010,OTHER,2006,4,DODGE,CARAVAN FWD 4C,SE,MINIVAN 2.4L,BLUE,AUTO,2,Covers,59656,AMERICAN,VAN,CHRYSLER,6106,7414,9939,11082,5856,7379,8851,11069,NULL,NULL,5546,35004,AL,6200,0,1251
2887,0,4/7/2010,OTHER,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,BLACK,AUTO,2,Covers,74750,AMERICAN,LARGE,GM,7358,8626,10472,12082,6769,8036,10124,11633,NULL,NULL,5546,35004,AL,8040,0,1974
2888,1,4/14/2010,OTHER,2004,6,CHEVROLET,TRAILBLAZER 2WD 6C,Nor,4D SUV 4.2L LS,BLACK,AUTO,1,Alloy,75095,AMERICAN,MEDIUM SUV,GM,6706,7938,10040,11427,6620,7984,9950,11360,NULL,NULL,18880,35004,AL,7800,0,1155
2889,0,4/14/2010,OTHER,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,SILVER,AUTO,2,Covers,72380,AMERICAN,MEDIUM,CHRYSLER,4895,6046,7522,9291,4007,5263,7349,8786,NULL,NULL,18880,35004,AL,5800,0,1155
2890,0,4/14/2010,OTHER,2006,4,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN,WHITE,AUTO,2,Covers,75288,AMERICAN,MEDIUM,GM,0,0,0,0,0,0,0,0,NULL,NULL,18880,35004,AL,6330,0,1272
2891,0,4/14/2010,OTHER,2003,7,DODGE,STRATUS 4C,SE,4D SEDAN SE,WHITE,AUTO,2,Covers,84744,AMERICAN,MEDIUM,CHRYSLER,2698,3745,5629,6466,2121,2968,5103,5680,NULL,NULL,18880,35004,AL,3600,0,1543
2892,1,4/14/2010,OTHER,2006,4,CHRYSLER,PT CRUISER,Lim,4D SEDAN,SILVER,MANUAL,1,Alloy,69151,AMERICAN,MEDIUM,CHRYSLER,5414,6465,8686,9880,5210,6248,8758,9820,NULL,NULL,18880,35004,AL,5700,0,1215
2893,0,4/14/2010,OTHER,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,GREY,AUTO,2,Covers,56377,AMERICAN,MEDIUM,CHRYSLER,8149,9466,11742,12703,7520,8624,11337,12402,NULL,NULL,18880,35004,AL,7700,0,920
2894,0,4/14/2010,OTHER,2005,5,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,SILVER,AUTO,1,Alloy,79295,AMERICAN,MEDIUM,GM,5142,6428,8237,9760,4513,5837,8008,9494,NULL,NULL,18880,35004,AL,7100,0,1272
2895,0,4/14/2010,OTHER,2005,5,CHEVROLET,TRAILBLAZER EXT 4WD,LS,4D SUV 4.2L,WHITE,AUTO,1,Alloy,94244,AMERICAN,MEDIUM SUV,GM,10087,12055,14090,16144,9077,11313,13579,15257,NULL,NULL,18880,35004,AL,8800,0,2351
2896,0,4/14/2010,OTHER,2007,3,PONTIAC,VIBE,,4D WAGON,WHITE,AUTO,1,Alloy,73364,AMERICAN,MEDIUM,GM,8151,9450,10938,13175,7265,8380,10869,11947,NULL,NULL,18880,35004,AL,7700,0,569
2897,0,4/14/2010,OTHER,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,WHITE,AUTO,1,Alloy,71825,AMERICAN,LARGE,GM,8541,10284,12202,13967,8165,9909,11680,13724,NULL,NULL,18880,35004,AL,7900,0,1974
2898,0,4/14/2010,OTHER,2004,6,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,2,Covers,95450,AMERICAN,MEDIUM,FORD,3403,4581,6544,7739,3317,4674,6399,8214,NULL,NULL,18880,35004,AL,4815,0,1053
2899,0,4/14/2010,OTHER,2005,5,FORD,TAURUS,SE,4D SEDAN SE,BLUE,AUTO,1,Alloy,88439,AMERICAN,MEDIUM,FORD,3601,4682,6501,7711,3454,4653,6700,8080,NULL,NULL,18880,35004,AL,5200,0,983
2900,0,4/14/2010,OTHER,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2,Covers,79828,AMERICAN,MEDIUM,CHRYSLER,6160,7112,9372,10380,5807,6981,9024,10418,NULL,NULL,18880,35004,AL,6400,0,1389
2901,0,4/21/2010,OTHER,2005,5,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,BLUE,AUTO,2,Covers,75634,AMERICAN,VAN,CHRYSLER,5633,7281,8831,10935,4505,5645,8190,9559,NULL,NULL,18111,35004,AL,7700,0,1623
2902,0,4/21/2010,OTHER,2003,7,FORD,EXPEDITION 2WD V8,XLT,4D SUV 5.4L XLT,GOLD,AUTO,1,Alloy,87310,AMERICAN,LARGE SUV,FORD,7028,8161,9609,11144,7265,8687,11256,12675,NULL,NULL,18111,35004,AL,9700,0,1413
2903,0,4/21/2010,OTHER,2004,6,CHEVROLET,TRAILBLAZER 2WD 6C,Nor,4D SUV 4.2L LS,WHITE,AUTO,1,Alloy,80764,AMERICAN,MEDIUM SUV,GM,6884,8248,10126,11538,5886,7207,9791,11742,NULL,NULL,18111,35004,AL,8300,0,1243
2904,0,4/21/2010,OTHER,2007,3,CHEVROLET,AVEO,LS,4D SEDAN LS,ORANGE,MANUAL,2,Covers,81360,AMERICAN,COMPACT,GM,4900,5834,8187,9008,5230,6279,8371,9189,NULL,NULL,18111,35004,AL,4500,0,853
2905,0,4/21/2010,OTHER,2005,5,DODGE,STRATUS V6,SXT,4D SEDAN,SILVER,AUTO,1,Alloy,74694,AMERICAN,MEDIUM,CHRYSLER,3714,4961,6866,8290,4018,5649,7353,9178,NULL,NULL,18111,35004,AL,3400,0,1389
2906,1,4/21/2010,OTHER,2003,7,BUICK,LE SABRE,Lim,4D SEDAN LIMITED,SILVER,AUTO,1,Alloy,78726,AMERICAN,LARGE,GM,5414,6801,8345,9885,5221,6651,8458,9952,NULL,NULL,18111,35004,AL,5100,0,2508
2907,0,4/21/2010,OTHER,2008,2,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L FFV SE,BLACK,AUTO,2,Covers,87028,AMERICAN,VAN,CHRYSLER,11343,13041,14870,16660,10085,11922,15183,16564,NULL,NULL,18111,35004,AL,8600,0,1763
2908,0,4/28/2010,OTHER,2006,4,PONTIAC,VIBE,Bas,4D WAGON,RED,AUTO,2,Covers,76095,AMERICAN,MEDIUM,GM,6541,7838,9719,11546,7165,8389,10069,11615,NULL,NULL,5546,35004,AL,8100,0,569
2909,0,4/28/2010,OTHER,2007,3,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L,SILVER,AUTO,1,Alloy,90042,AMERICAN,VAN,CHRYSLER,11677,14398,15503,18189,9298,11791,13810,15833,NULL,NULL,5546,35004,AL,7840,0,1918
2910,0,4/28/2010,OTHER,2004,6,CHRYSLER,PT CRUISER,Bas,4D SEDAN,WHITE,AUTO,2,Covers,67761,AMERICAN,MEDIUM,CHRYSLER,3725,4643,6888,8050,2854,3797,5963,7326,NULL,NULL,5546,35004,AL,5400,0,1215
2911,0,4/28/2010,OTHER,2005,5,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,SILVER,AUTO,1,Alloy,96382,AMERICAN,MEDIUM SUV,CHRYSLER,8582,10018,12612,14020,7957,9475,11405,12885,NULL,NULL,5546,35004,AL,8700,0,2062
2912,0,4/28/2010,OTHER,2007,3,KIA,SPECTRA,EX,4D SEDAN EX,BLUE,AUTO,1,Alloy,80237,OTHER ASIAN,MEDIUM,OTHER,6235,7288,9701,10603,6085,7332,9334,10414,NULL,NULL,5546,35004,AL,6000,0,594
2913,0,5/5/2010,OTHER,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,89272,AMERICAN,LARGE,GM,8033,9252,11987,13250,8029,9129,11405,12879,NULL,NULL,5546,35004,AL,8250,0,2152
2914,0,5/5/2010,OTHER,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,83986,AMERICAN,LARGE,GM,8033,9252,11987,13250,7978,9041,11491,12823,NULL,NULL,5546,35004,AL,8140,0,2152
2915,1,5/5/2010,OTHER,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,WHITE,AUTO,NULL,NULL,52998,AMERICAN,LARGE,GM,4301,5566,6963,8713,4301,5566,6963,8713,NULL,NULL,5546,35004,AL,6200,0,1500
2916,0,5/5/2010,OTHER,2005,5,KIA,SPECTRA,SX,4D SEDAN EX,BLACK,AUTO,1,Alloy,83768,OTHER ASIAN,MEDIUM,OTHER,4291,5267,7228,8407,3784,4815,6926,7681,NULL,NULL,5546,35004,AL,5300,0,594
2917,0,5/5/2010,OTHER,2006,4,CHRYSLER,PACIFICA FWD,Bas,4D SPORT,GREY,AUTO,2,Covers,86880,AMERICAN,CROSSOVER,CHRYSLER,8553,10115,11986,13238,7465,9495,11834,13167,NULL,NULL,5546,35004,AL,7400,0,1503
2918,0,5/5/2010,OTHER,2007,3,SATURN,ION,2,4D SEDAN LEVEL 2,SILVER,AUTO,2,Covers,87785,AMERICAN,MEDIUM,GM,6082,7315,9406,10621,6068,7312,9553,10703,NULL,NULL,5546,35004,AL,5200,0,853
2919,0,5/5/2010,OTHER,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,GREY,AUTO,2,Covers,86930,AMERICAN,LARGE,GM,8230,9279,11729,12936,7767,8537,11552,12473,NULL,NULL,5546,35004,AL,8040,0,2152
2920,0,5/5/2010,OTHER,2004,6,FORD,F150 PICKUP 2WD V8,XLT,CREW CAB 5.4L LARIAT,GOLD,AUTO,1,Alloy,70374,AMERICAN,LARGE TRUCK,FORD,11505,13631,15100,17100,10096,12372,14785,17613,NULL,NULL,5546,35004,AL,11600,0,803
2921,0,5/12/2010,OTHER,2003,7,DODGE,DURANGO 2WD V8,Spo,4D SUV 4.7L,GREY,AUTO,1,Alloy,51017,AMERICAN,MEDIUM SUV,CHRYSLER,4201,5615,7687,8726,4006,5381,7580,8797,NULL,NULL,19638,35004,AL,6400,0,1386
